Ligne;Mois;Annee;Loyer;LoyerPercu;LoyerImposable;CapitalRestantDu;Interets;InteretsAnnuels;Mensualite;MensualiteAnnuelle;AssurancePret;AssurantePretAnnuelle;AssurancePNO;EvolPNO;AssurancePNUAnnuelle;AssuranceGRL;AssuranceGRLAnnuelle;AssuranceCopro;AssuranceCoproAnnuelle;ChargesCopro;ChargesCoproAnnuelle;ChargesIndividuel;AutresCharges;AutresChargesAnnuelles;AutresRevenus;ChargesSCI;FraisAgence;FraisAgenceAnnuel;TaxeFonciere;TaxeFonciereAnnuelle;TravauxRenovation;TravauxRenovationAnnuel;TravauxEntretien;TravauxEntretienAnnuel;Tresorerie;Tresorerie Cumulee;DureeRestanteAnticipeIndiv;DateRemAnticipeIndiv;NbPartsFiscales;TotalImposable;TxImpots;MontantImpots;MontantCSG;ChargesDeductiblesCommunes;ChargesLMNP;AmortiBati;AmortiMeubles;TravauxRenovDeduc;TravauxRenovNonDeduc;MontantImposableSCI;ImpotsSCI;TresorerieSCI;DividendeVerse;TresorerieSCIRestante;TresorerieSCIRestanteCumulee;DureeRestanteAnticipeSCI;DateRemAnticipeSCI;TotalImposable;TxImpotsAssocie;ImpotsAssocie;CSGAssocie;DividendeNetAssocie;
298;6;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,44;;;53,95;377,65;0;0;0;0;233,07;0;;31775,12;;0;;179,87;1259,09;;;10;;1836,93;;1200;6/2142;1;4174,57;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4174,57;;;;;
299;7;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,7;;;54,49;432,14;0;0;0;0;233,07;0;;32092,87;;0;;181,67;1440,76;;;10;;1836,93;;1200;7/2142;1;4201,05;30;0;0;270,26;37,19;0;0;0;0;0;;;;;;;;4201,05;;;;;
300;8;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,7;;;54,49;486,63;0;0;0;0;235,31;0;;32092,87;;0;;181,67;1622,43;;;10;;1834,33;;1200;8/2142;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
301;9;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,7;;;54,49;541,12;0;0;0;0;235,31;0;;32092,87;;0;;181,67;1804,1;;;10;;1834,33;;1200;9/2142;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
302;10;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,7;;;54,49;595,61;0;0;0;0;235,31;0;;32092,87;;0;;181,67;1985,77;;;10;;1834,33;;1200;10/2142;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
303;11;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,7;;;54,49;650,1;0;0;0;0;235,31;0;;32092,87;;0;;181,67;2167,44;;;10;;1834,33;;1200;11/2142;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
304;12;2042;2298,7505143797;2107,19;1563,83;0;0;;0;;0;;26,7;;;54,49;704,59;0;0;0;0;275,31;0;;32092,87;;0;;181,67;2349,11;;;10;;1834,33;;1200;0/2143;1;3925,38;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;3925,38;;;;;
305;1;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,7;;;54,49;108,98;0;0;0;0;235,31;0;;32092,87;;0;;181,67;363,34;;;10;;1859,61;;1200;1/2143;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
306;2;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,7;;;54,49;163,47;0;0;0;0;235,31;0;;32092,87;;0;;181,67;545,01;;;10;;1859,61;;1200;2/2143;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
307;3;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,7;;;54,49;217,96;0;0;0;0;235,31;0;;32092,87;;0;;181,67;726,68;;;10;;1859,61;;1200;3/2143;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
308;4;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,7;;;54,49;272,45;0;0;0;0;235,31;0;;32092,87;;0;;181,67;908,35;;;10;;1859,61;;1200;4/2143;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
309;5;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,7;;;54,49;326,94;0;0;0;0;235,31;0;;32092,87;;0;;181,67;1090,02;;;10;;1859,61;;1200;5/2143;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
310;6;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,7;;;54,49;381,43;0;0;0;0;235,31;0;;32092,87;;0;;181,67;1271,69;;;10;;1859,61;;1200;6/2143;1;4200,69;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4200,69;;;;;
311;7;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,97;;;55,03;436,46;0;0;0;0;235,31;0;;32413,8;;0;;183,49;1455,18;;;10;;1859,61;;1200;7/2143;1;4227,43;30;0;0;272,86;37,55;0;0;0;0;0;;;;;;;;4227,43;;;;;
312;8;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,97;;;55,03;491,49;0;0;0;0;237,58;0;;32413,8;;0;;183,49;1638,67;;;10;;1856,98;;1200;8/2143;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
313;9;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,97;;;55,03;546,52;0;0;0;0;237,58;0;;32413,8;;0;;183,49;1822,16;;;10;;1856,98;;1200;9/2143;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
314;10;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,97;;;55,03;601,55;0;0;0;0;237,58;0;;32413,8;;0;;183,49;2005,65;;;10;;1856,98;;1200;10/2143;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
315;11;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,97;;;55,03;656,58;0;0;0;0;237,58;0;;32413,8;;0;;183,49;2189,14;;;10;;1856,98;;1200;11/2143;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
316;12;2043;2326,3355205523;2132,47;1563,83;0;0;;0;;0;;26,97;;;55,03;711,61;0;0;0;0;277,58;0;;32413,8;;0;;183,49;2372,63;;;10;;1856,98;;1200;0/2144;1;3949,49;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;3949,49;;;;;
317;1;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;26,97;;;55,03;110,06;0;0;0;0;237,58;0;;32413,8;;0;;183,49;366,98;;;10;;1882,57;;1200;1/2144;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
318;2;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;26,97;;;55,03;165,09;0;0;0;0;237,58;0;;32413,8;;0;;183,49;550,47;;;10;;1882,57;;1200;2/2144;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
319;3;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;26,97;;;55,03;220,12;0;0;0;0;237,58;0;;32413,8;;0;;183,49;733,96;;;10;;1882,57;;1200;3/2144;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
320;4;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;26,97;;;55,03;275,15;0;0;0;0;237,58;0;;32413,8;;0;;183,49;917,45;;;10;;1882,57;;1200;4/2144;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
321;5;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;26,97;;;55,03;330,18;0;0;0;0;237,58;0;;32413,8;;0;;183,49;1100,94;;;10;;1882,57;;1200;5/2144;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
322;6;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;26,97;;;55,03;385,21;0;0;0;0;237,58;0;;32413,8;;0;;183,49;1284,43;;;10;;1882,57;;1200;6/2144;1;4227,07;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4227,07;;;;;
323;7;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;27,24;;;55,58;440,79;0;0;0;0;237,58;0;;32737,94;;0;;185,32;1469,75;;;10;;1882,57;;1200;7/2144;1;4254,08;30;0;0;275,49;37,91;0;0;0;0;0;;;;;;;;4254,08;;;;;
324;8;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;27,24;;;55,58;496,37;0;0;0;0;239,86;0;;32737,94;;0;;185,32;1655,07;;;10;;1879,92;;1200;8/2144;1;4253,71;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4253,71;;;;;
325;9;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;27,24;;;55,58;551,95;0;0;0;0;239,86;0;;32737,94;;0;;185,32;1840,39;;;10;;1879,92;;1200;9/2144;1;4253,71;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4253,71;;;;;
326;10;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;27,24;;;55,58;607,53;0;0;0;0;239,86;0;;32737,94;;0;;185,32;2025,71;;;10;;1879,92;;1200;10/2144;1;4253,71;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4253,71;;;;;
327;11;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;27,24;;;55,58;663,11;0;0;0;0;239,86;0;;32737,94;;0;;185,32;2211,03;;;10;;1879,92;;1200;11/2144;1;4253,71;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4253,71;;;;;
328;12;2044;2354,2515467989;2158,06;1563,83;0;0;;0;;0;;27,24;;;55,58;718,69;0;0;0;0;279,86;0;;32737,94;;0;;185,32;2396,35;;;10;;1879,92;;1200;0/2145;1;3973,85;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;3973,85;;;;;
329;1;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,24;;;55,58;111,16;0;0;0;0;239,86;0;;32737,94;;0;;185,32;370,64;;;10;;1905,82;;1200;1/2145;1;4013,85;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4013,85;;;;;
330;2;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,24;;;55,58;166,74;0;0;0;0;239,86;0;;32737,94;;0;;185,32;555,96;;;10;;1905,82;;1200;2/2145;1;4013,85;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4013,85;;;;;
331;3;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,24;;;55,58;222,32;0;0;0;0;239,86;0;;32737,94;;0;;185,32;741,28;;;10;;1905,82;;1200;3/2145;1;4013,85;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4013,85;;;;;
332;4;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,24;;;55,58;277,9;0;0;0;0;239,86;0;;32737,94;;0;;185,32;926,6;;;10;;1905,82;;1200;4/2145;1;4013,85;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4013,85;;;;;
333;5;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,24;;;55,58;333,48;0;0;0;0;239,86;0;;32737,94;;0;;185,32;1111,92;;;10;;1905,82;;1200;5/2145;1;4013,85;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4013,85;;;;;
334;6;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,24;;;55,58;389,06;0;0;0;0;239,86;0;;32737,94;;0;;185,32;1297,24;;;10;;1905,82;;1200;6/2145;1;4013,85;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4013,85;;;;;
335;7;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,51;;;56,14;445,2;0;0;0;0;239,86;0;;33065,32;;0;;187,17;1484,41;;;10;;1905,82;;1200;7/2145;1;4041,13;30;0;0;278,14;38,28;0;0;0;0;0;;;;;;;;4041,13;;;;;
336;8;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,51;;;56,14;501,34;0;0;0;0;242,18;0;;33065,32;;0;;187,17;1671,58;;;10;;1903,14;;1200;8/2145;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
337;9;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,51;;;56,14;557,48;0;0;0;0;242,18;0;;33065,32;;0;;187,17;1858,75;;;10;;1903,14;;1200;9/2145;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
338;10;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,51;;;56,14;613,62;0;0;0;0;242,18;0;;33065,32;;0;;187,17;2045,92;;;10;;1903,14;;1200;10/2145;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
339;11;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,51;;;56,14;669,76;0;0;0;0;242,18;0;;33065,32;;0;;187,17;2233,09;;;10;;1903,14;;1200;11/2145;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
340;12;2045;2382,5025653605;2183,96;1563,83;0;0;;0;;0;;27,51;;;56,14;725,9;0;0;0;0;282,18;0;;33065,32;;0;;187,17;2420,26;;;10;;1903,14;;1200;0/2146;1;3998,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;3998,45;;;;;
341;1;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,51;;;56,14;112,28;0;0;0;0;242,18;0;;33065,32;;0;;187,17;374,34;;;10;;1929,35;;1200;1/2146;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
342;2;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,51;;;56,14;168,42;0;0;0;0;242,18;0;;33065,32;;0;;187,17;561,51;;;10;;1929,35;;1200;2/2146;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
343;3;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,51;;;56,14;224,56;0;0;0;0;242,18;0;;33065,32;;0;;187,17;748,68;;;10;;1929,35;;1200;3/2146;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
344;4;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,51;;;56,14;280,7;0;0;0;0;242,18;0;;33065,32;;0;;187,17;935,85;;;10;;1929,35;;1200;4/2146;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
345;5;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,51;;;56,14;336,84;0;0;0;0;242,18;0;;33065,32;;0;;187,17;1123,02;;;10;;1929,35;;1200;5/2146;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
346;6;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,51;;;56,14;392,98;0;0;0;0;242,18;0;;33065,32;;0;;187,17;1310,19;;;10;;1929,35;;1200;6/2146;1;4038,45;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4038,45;;;;;
347;7;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,79;;;56,7;449,68;0;0;0;0;242,18;0;;33395,97;;0;;189,04;1499,23;;;10;;1929,35;;1200;7/2146;1;4066,01;30;0;0;280,82;38,64;0;0;0;0;0;;;;;;;;4066,01;;;;;
348;8;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,79;;;56,7;506,38;0;0;0;0;244,51;0;;33395,97;;0;;189,04;1688,27;;;10;;1926,64;;1200;8/2146;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
349;9;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,79;;;56,7;563,08;0;0;0;0;244,51;0;;33395,97;;0;;189,04;1877,31;;;10;;1926,64;;1200;9/2146;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
350;10;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,79;;;56,7;619,78;0;0;0;0;244,51;0;;33395,97;;0;;189,04;2066,35;;;10;;1926,64;;1200;10/2146;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
351;11;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,79;;;56,7;676,48;0;0;0;0;244,51;0;;33395,97;;0;;189,04;2255,39;;;10;;1926,64;;1200;11/2146;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
352;12;2046;2411,0925961448;2210,17;1563,83;0;0;;0;;0;;27,79;;;56,7;733,18;0;0;0;0;284,51;0;;33395,97;;0;;189,04;2444,43;;;10;;1926,64;;1200;0/2147;1;4023,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4023,3;;;;;
353;1;2047;2440,0257072985;2236,69;1563,83;0;0;;0;;0;;27,79;;;56,7;113,4;0;0;0;0;244,51;0;;33395,97;;0;;189,04;378,08;;;10;;1953,16;;1200;1/2147;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
354;2;2047;2440,0257072985;2236,69;1563,83;0;0;;0;;0;;27,79;;;56,7;170,1;0;0;0;0;244,51;0;;33395,97;;0;;189,04;567,12;;;10;;1953,16;;1200;2/2147;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
355;3;2047;2440,0257072985;2236,69;1563,83;0;0;;0;;0;;27,79;;;56,7;226,8;0;0;0;0;244,51;0;;33395,97;;0;;189,04;756,16;;;10;;1953,16;;1200;3/2147;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
356;4;2047;2440,0257072985;2236,69;1563,83;0;0;;0;;0;;27,79;;;56,7;283,5;0;0;0;0;244,51;0;;33395,97;;0;;189,04;945,2;;;10;;1953,16;;1200;4/2147;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
357;5;2047;2440,0257072985;2236,69;1563,83;0;0;;0;;0;;27,79;;;56,7;340,2;0;0;0;0;244,51;0;;33395,97;;0;;189,04;1134,24;;;10;;1953,16;;1200;5/2147;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
358;6;2047;2440,0257072985;2236,69;1563,83;0;0;;0;;0;;27,79;;;56,7;396,9;0;0;0;0;244,51;0;;33395,97;;0;;189,04;1323,28;;;10;;1953,16;;1200;6/2147;1;4063,3;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4063,3;;;;;
359;7;2047;2440,0257072985;2236,69;1563,83;0;0;;0;;0;;28,07;;;57,27;454,17;0;0;0;0;244,51;0;;33729,93;;0;;190,93;1514,21;;;10;;1953,16;;1200;7/2147;1;4091,13;30;0;0;283,53;39,02;0;0;0;0;0;;;;;;;;4091,13;;;;;
360;07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
