Ligne;Mois;Annee;Loyer;LoyerPercu;LoyerImposable;CapitalRestantDu;Interets;InteretsAnnuels;Mensualite;MensualiteAnnuelle;AssurancePret;AssurantePretAnnuelle;AssurancePNO;EvolPNO;AssurancePNUAnnuelle;AssuranceGRL;AssuranceGRLAnnuelle;AssuranceCopro;AssuranceCoproAnnuelle;ChargesCopro;ChargesCoproAnnuelle;ChargesIndividuel;AutresCharges;AutresChargesAnnuelles;AutresRevenus;ChargesSCI;FraisAgence;FraisAgenceAnnuel;TaxeFonciere;TaxeFonciereAnnuelle;TravauxRenovation;TravauxRenovationAnnuel;TravauxEntretien;TravauxEntretienAnnuel;Tresorerie;Tresorerie Cumulee;DureeRestanteAnticipeIndiv;DateRemAnticipeIndiv;NbPartsFiscales;TotalImposable;TxImpots;MontantImpots;MontantCSG;ChargesDeductiblesCommunes;ChargesLMNP;AmortiBati;AmortiMeubles;TravauxRenovDeduc;TravauxRenovNonDeduc;MontantImposableSCI;ImpotsSCI;TresorerieSCI;DividendeVerse;TresorerieSCIRestante;TresorerieSCIRestanteCumulee;DureeRestanteAnticipeSCI;DateRemAnticipeSCI;TotalImposable;TxImpotsAssocie;ImpotsAssocie;CSGAssocie;DividendeNetAssocie;
82;6;2024;1854,5673699769;1700,02;1563,83;123766,44;193,9;;884,89;;32,43;;22,11;;;45,12;315,84;0;0;0;0;391,48;0;;26564,54;;0;;150,39;1052,73;;;10;;555,08;24933,76;122;8/2034;1;3177,2;30;0;0;453,95;208,86;670,14;54,17;0;0;0;;;;;;;;3177,2;;;;;
83;7;2024;1854,5673699769;1700,02;1563,83;123075,45;192,82;;884,89;;32,43;;22,33;;;45,57;361,41;0;0;0;0;390,55;0;;26830,19;;0;;151,89;1204,62;;;10;;555,08;25488,84;121;8/2034;1;3200,42;30;0;0;452,87;208,71;670,14;54,17;0;0;0;;;;;;;;3200,42;;;;;
84;8;2024;1854,5673699769;1700,02;1563,83;122383,38;191,73;;884,89;;32,43;;22,33;;;45,57;406,98;0;0;0;0;391,48;0;;26830,19;;0;;151,89;1356,51;;;10;;552,91;26041,75;119;7/2034;1;3199,34;30;0;0;453,95;208,86;670,14;54,17;0;0;0;;;;;;;;3199,34;;;;;
85;9;2024;1854,5673699769;1700,02;1563,83;121690,22;190,65;;884,89;;32,43;;22,33;;;45,57;452,55;0;0;0;0;390,55;0;;26830,19;;0;;151,89;1508,4;;;10;;552,91;26594,66;117;6/2034;1;3200,42;30;0;0;452,87;208,71;670,14;54,17;0;0;0;;;;;;;;3200,42;;;;;
86;10;2024;1854,5673699769;1700,02;1563,83;120995,98;189,56;;884,89;;32,43;;22,33;;;45,57;498,12;0;0;0;0;389,61;0;;26830,19;;0;;151,89;1660,29;;;10;;552,91;27147,57;116;6/2034;1;3201,51;30;0;0;451,78;208,56;670,14;54,17;0;0;0;;;;;;;;3201,51;;;;;
87;11;2024;1854,5673699769;1700,02;1563,83;120300,65;188,47;;884,89;;32,43;;22,33;;;45,57;543,69;0;0;0;0;388,67;0;;26830,19;;0;;151,89;1812,18;;;10;;552,91;27700,48;114;5/2034;1;3202,6;30;0;0;450,69;208,41;670,14;54,17;0;0;0;;;;;;;;3202,6;;;;;
88;12;2024;1854,5673699769;1700,02;1563,83;119604,23;187,38;;884,89;;32,43;;22,33;;;45,57;589,26;0;0;0;0;427,73;0;;26830,19;;0;;151,89;1964,07;;;10;;552,91;28253,39;112;4/2034;1;3163,69;30;0;0;449,6;208,26;670,14;54,17;0;0;0;;;;;;;;3163,69;;;;;
89;1;2025;1876,8221784167;1720,42;1563,83;118906,72;186,29;;884,89;;32,43;;22,33;;;45,57;91,14;0;0;0;0;386,79;0;;26830,19;;0;;151,89;303,78;;;10;;573,31;28826,7;110;3/2034;1;3204,78;30;0;0;448,51;208,11;670,14;54,17;0;0;0;;;;;;;;3204,78;;;;;
90;2;2025;1876,8221784167;1720,42;1563,83;118208,12;185,19;;884,89;;32,43;;22,33;;;45,57;136,71;0;0;0;0;385,84;0;;26830,19;;0;;151,89;455,67;;;10;;573,31;29400,01;109;3/2034;1;3205,88;30;0;0;447,41;207,96;670,14;54,17;0;0;0;;;;;;;;3205,88;;;;;
91;3;2025;1876,8221784167;1720,42;1563,83;117508,42;184,1;;884,89;;32,43;;22,33;;;45,57;182,28;0;0;0;0;384,9;0;;26830,19;;0;;151,89;607,56;;;10;;573,31;29973,32;107;2/2034;1;3206,97;30;0;0;446,32;207,81;670,14;54,17;0;0;0;;;;;;;;3206,97;;;;;
92;4;2025;1876,8221784167;1720,42;1563,83;116807,63;183;;884,89;;32,43;;22,33;;;45,57;227,85;0;0;0;0;383,95;0;;26830,19;;0;;151,89;759,45;;;10;;573,31;30546,63;105;1/2034;1;3208,07;30;0;0;445,22;207,66;670,14;54,17;0;0;0;;;;;;;;3208,07;;;;;
93;5;2025;1876,8221784167;1720,42;1563,83;116105,74;181,9;;884,89;;32,43;;22,33;;;45,57;273,42;0;0;0;0;383;0;;26830,19;;0;;151,89;911,34;;;10;;573,31;31119,94;104;1/2034;1;3209,17;30;0;0;444,12;207,51;670,14;54,17;0;0;0;;;;;;;;3209,17;;;;;
94;6;2025;1876,8221784167;1720,42;1563,83;115402,75;180,8;;884,89;;32,43;;22,33;;;45,57;318,99;0;0;0;0;382,05;0;;26830,19;;0;;151,89;1063,23;;;10;;573,31;31693,25;102;0/2034;1;3210,27;30;0;0;443,02;207,36;670,14;54,17;0;0;0;;;;;;;;3210,27;;;;;
95;7;2025;1876,8221784167;1720,42;1563,83;114698,66;179,69;;884,89;;32,43;;22,55;;;46,03;365,02;0;0;0;0;381,1;0;;27098,49;;0;;153,41;1216,64;;;10;;573,31;32266,56;100;11/2033;1;3233,74;30;0;0;441,91;207,2;670,14;54,17;0;0;0;;;;;;;;3233,74;;;;;
96;8;2025;1876,8221784167;1720,42;1563,83;113993,46;178,59;;884,89;;32,43;;22,55;;;46,03;411,05;0;0;0;0;382,05;0;;27098,49;;0;;153,41;1370,05;;;10;;571,11;32837,67;99;11/2033;1;3232,63;30;0;0;443,01;207,36;670,14;54,17;0;0;0;;;;;;;;3232,63;;;;;
97;9;2025;1876,8221784167;1720,42;1563,83;113287,16;177,48;;884,89;;32,43;;22,55;;;46,03;457,08;0;0;0;0;381,09;0;;27098,49;;0;;153,41;1523,46;;;10;;571,11;33408,78;97;10/2033;1;3233,75;30;0;0;441,9;207,2;670,14;54,17;0;0;0;;;;;;;;3233,75;;;;;
98;10;2025;1876,8221784167;1720,42;1563,83;112579,75;176,37;;884,89;;32,43;;22,55;;;46,03;503,11;0;0;0;0;380,13;0;;27098,49;;0;;153,41;1676,87;;;10;;571,11;33979,89;95;9/2033;1;3234,86;30;0;0;440,79;207,05;670,14;54,17;0;0;0;;;;;;;;3234,86;;;;;
99;11;2025;1876,8221784167;1720,42;1563,83;111871,23;175,26;;884,89;;32,43;;22,55;;;46,03;549,14;0;0;0;0;379,17;0;;27098,49;;0;;153,41;1830,28;;;10;;571,11;34551;94;9/2033;1;3235,97;30;0;0;439,68;206,9;670,14;54,17;0;0;0;;;;;;;;3235,97;;;;;
100;12;2025;1876,8221784167;1720,42;1563,83;111161,6;174,15;;884,89;;32,43;;22,55;;;46,03;595,17;0;0;0;0;418,22;0;;27098,49;;0;;153,41;1983,69;;;10;;571,11;35122,11;92;8/2033;1;3197,08;30;0;0;438,57;206,74;670,14;54,17;0;0;0;;;;;;;;3197,08;;;;;
101;1;2026;1899,3440445577;1741,07;1563,83;110450,86;173,04;;884,89;;32,43;;22,55;;;46,03;92,06;0;0;0;0;377,26;0;;27098,49;;0;;153,41;306,82;;;10;;591,76;35713,87;90;7/2033;1;3238,19;30;0;0;437,46;206,59;670,14;54,17;0;0;0;;;;;;;;3238,19;;;;;
102;2;2026;1899,3440445577;1741,07;1563,83;109739,01;171,92;;884,89;;32,43;;22,55;;;46,03;138,09;0;0;0;0;376,29;0;;27098,49;;0;;153,41;460,23;;;10;;591,76;36305,63;88;6/2033;1;3239,31;30;0;0;436,34;206,44;670,14;54,17;0;0;0;;;;;;;;3239,31;;;;;
103;3;2026;1899,3440445577;1741,07;1563,83;109026,04;170,81;;884,89;;32,43;;22,55;;;46,03;184,12;0;0;0;0;375,34;0;;27098,49;;0;;153,41;613,64;;;10;;591,76;36897,39;87;6/2033;1;3240,41;30;0;0;435,23;206,29;670,14;54,17;0;0;0;;;;;;;;3240,41;;;;;
104;4;2026;1899,3440445577;1741,07;1563,83;108311,96;169,69;;884,89;;32,43;;22,55;;;46,03;230,15;0;0;0;0;374,37;0;;27098,49;;0;;153,41;767,05;;;10;;591,76;37489,15;85;5/2033;1;3241,54;30;0;0;434,11;206,13;670,14;54,17;0;0;0;;;;;;;;3241,54;;;;;
105;5;2026;1899,3440445577;1741,07;1563,83;107596,76;168,57;;884,89;;32,43;;22,55;;;46,03;276,18;0;0;0;0;373,4;0;;27098,49;;0;;153,41;920,46;;;10;;591,76;38080,91;83;4/2033;1;3296,83;30;0;0;432,99;151,81;670,14;0;0;0;0;;;;;;;;3296,83;;;;;
106;6;2026;1899,3440445577;1741,07;1563,83;106880,44;167,45;;884,89;;32,43;;22,55;;;46,03;322,21;0;0;0;0;372,44;0;;27098,49;;0;;153,41;1073,87;;;10;;591,76;38672,67;82;4/2033;1;3297,95;30;0;0;431,87;151,65;670,14;0;0;0;0;;;;;;;;3297,95;;;;;
107;7;2026;1899,3440445577;1741,07;1563,83;106163;166,32;;884,89;;32,43;;22,78;;;46,49;368,7;0;0;0;0;371,46;0;;27369,47;;0;;154,94;1228,81;;;10;;591,76;39264,43;80;3/2033;1;3321,66;30;0;0;430,74;151,5;670,14;0;0;0;0;;;;;;;;3321,66;;;;;
108;8;2026;1899,3440445577;1741,07;1563,83;105444,43;165,2;;884,89;;32,43;;22,78;;;46,49;415,19;0;0;0;0;372,41;0;;27369,47;;0;;154,94;1383,75;;;10;;589,54;39853,97;78;2/2033;1;3320,56;30;0;0;431,84;151,65;670,14;0;0;0;0;;;;;;;;3320,56;;;;;
109;9;2026;1899,3440445577;1741,07;1563,83;104724,74;164,07;;884,89;;32,43;;22,78;;;46,49;461,68;0;0;0;0;371,44;0;;27369,47;;0;;154,94;1538,69;;;10;;589,54;40443,51;77;2/2033;1;3321,69;30;0;0;430,71;151,49;670,14;0;0;0;0;;;;;;;;3321,69;;;;;
110;10;2026;1899,3440445577;1741,07;1563,83;104003,92;162,94;;884,89;;32,43;;22,78;;;46,49;508,17;0;0;0;0;370,46;0;;27369,47;;0;;154,94;1693,63;;;10;;589,54;41033,05;75;1/2033;1;3322,82;30;0;0;429,58;151,34;670,14;0;0;0;0;;;;;;;;3322,82;;;;;
111;11;2026;1899,3440445577;1741,07;1563,83;103281,97;161,81;;884,89;;32,43;;22,78;;;46,49;554,66;0;0;0;0;369,49;0;;27369,47;;0;;154,94;1848,57;;;10;;589,54;41622,59;73;0/2033;1;3323,95;30;0;0;428,45;151,18;670,14;0;0;0;0;;;;;;;;3323,95;;;;;
112;12;2026;1899,3440445577;1741,07;1563,83;102558,89;160,68;;884,89;;32,43;;22,78;;;46,49;601,15;0;0;0;0;408,51;0;;27369,47;;0;;154,94;2003,51;;;10;;589,54;42212,13;72;0/2033;1;3285,08;30;0;0;427,32;151,03;670,14;0;0;0;0;;;;;;;;3285,08;;;;;
113;1;2027;1922,1361730924;1761,96;1563,83;101834,68;159,54;;884,89;;32,43;;22,78;;;46,49;92,98;0;0;0;0;367,53;0;;27369,47;;0;;154,94;309,88;;;10;;610,43;42822,56;70;11/2032;1;3326,22;30;0;0;426,18;150,87;670,14;0;0;0;0;;;;;;;;3326,22;;;;;
114;2;2027;1922,1361730924;1761,96;1563,83;101109,33;158,4;;884,89;;32,43;;22,78;;;46,49;139,47;0;0;0;0;366,55;0;;27369,47;;0;;154,94;464,82;;;10;;610,43;43432,99;68;10/2032;1;3327,36;30;0;0;425,04;150,71;670,14;0;0;0;0;;;;;;;;3327,36;;;;;
115;3;2027;1922,1361730924;1761,96;1563,83;100382,84;157,27;;884,89;;32,43;;22,78;;;46,49;185,96;0;0;0;0;365,57;0;;27369,47;;0;;154,94;619,76;;;10;;610,43;44043,42;67;10/2032;1;3328,49;30;0;0;423,91;150,56;670,14;0;0;0;0;;;;;;;;3328,49;;;;;
116;4;2027;1922,1361730924;1761,96;1563,83;99655,22;156,13;;884,89;;32,43;;22,78;;;46,49;232,45;0;0;0;0;364,59;0;;27369,47;;0;;154,94;774,7;;;10;;610,43;44653,85;65;9/2032;1;3329,63;30;0;0;422,77;150,4;670,14;0;0;0;0;;;;;;;;3329,63;;;;;
117;5;2027;1922,1361730924;1761,96;1563,83;98926,46;154,98;;884,89;;32,43;;22,78;;;46,49;278,94;0;0;0;0;363,6;0;;27369,47;;0;;154,94;929,64;;;10;;610,43;45264,28;63;8/2032;1;3330,78;30;0;0;421,62;150,24;670,14;0;0;0;0;;;;;;;;3330,78;;;;;
118;6;2027;1922,1361730924;1761,96;1563,83;98196,55;153,84;;884,89;;32,43;;22,78;;;46,49;325,43;0;0;0;0;362,62;0;;27369,47;;0;;154,94;1084,58;;;10;;610,43;45874,71;62;8/2032;1;3331,91;30;0;0;420,48;150,09;670,14;0;0;0;0;;;;;;;;3331,91;;;;;
119;7;2027;1922,1361730924;1761,96;1563,83;97465,5;152,7;;884,89;;32,43;;23,01;;;46,95;372,38;0;0;0;0;361,63;0;;27643,16;;0;;156,49;1241,07;;;10;;610,43;46485,14;60;7/2032;1;3355,87;30;0;0;419,34;149,93;670,14;0;0;0;0;;;;;;;;3355,87;;;;;
120;8;2027;1922,1361730924;1761,96;1563,83;96733,31;151,55;;884,89;;32,43;;23,01;;;46,95;419,33;0;0;0;0;362,57;0;;27643,16;;0;;156,49;1397,56;;;10;;608,19;47093,33;58;6/2032;1;3354,78;30;0;0;420,43;150,08;670,14;0;0;0;0;;;;;;;;3354,78;;;;;
121;9;2027;1922,1361730924;1761,96;1563,83;95999,97;150,4;;884,89;;32,43;;23,01;;;46,95;466,28;0;0;0;0;361,58;0;;27643,16;;0;;156,49;1554,05;;;10;;608,19;47701,52;57;6/2032;1;3355,93;30;0;0;419,28;149,92;670,14;0;0;0;0;;;;;;;;3355,93;;;;;
122;10;2027;1922,1361730924;1761,96;1563,83;95265,48;149,25;;884,89;;32,43;;23,01;;;46,95;513,23;0;0;0;0;360,59;0;;27643,16;;0;;156,49;1710,54;;;10;;608,19;48309,71;55;5/2032;1;3357,08;30;0;0;418,13;149,76;670,14;0;0;0;0;;;;;;;;3357,08;;;;;
123;11;2027;1922,1361730924;1761,96;1563,83;94529,84;148,1;;884,89;;32,43;;23,01;;;46,95;560,18;0;0;0;0;359,6;0;;27643,16;;0;;156,49;1867,03;;;10;;608,19;48917,9;53;4/2032;1;3358,23;30;0;0;416,98;149,6;670,14;0;0;0;0;;;;;;;;3358,23;;;;;
124;12;2027;1922,1361730924;1761,96;1563,83;93793,05;146,94;;884,89;;32,43;;23,01;;;46,95;607,13;0;0;0;0;398,6;0;;27643,16;;0;;156,49;2023,52;;;10;;608,19;49526,09;52;4/2032;1;3319,39;30;0;0;415,82;149,44;670,14;0;0;0;0;;;;;;;;3319,39;;;;;
125;1;2028;1945,2018071695;1783,1;1563,83;93055,1;145,79;;884,89;;32,43;;23,01;;;46,95;93,9;0;0;0;0;357,61;0;;27643,16;;0;;156,49;312,98;;;10;;629,33;50155,42;50;3/2032;1;3360,53;30;0;0;414,67;149,29;670,14;0;0;0;0;;;;;;;;3360,53;;;;;
126;2;2028;1945,2018071695;1783,1;1563,83;92316;144,63;;884,89;;32,43;;23,01;;;46,95;140,85;0;0;0;0;356,6;0;;27643,16;;0;;156,49;469,47;;;10;;629,33;50784,75;48;2/2032;1;3361,7;30;0;0;413,51;149,13;670,14;0;0;0;0;;;;;;;;3361,7;;;;;
127;3;2028;1945,2018071695;1783,1;1563,83;91575,74;143,47;;884,89;;32,43;;23,01;;;46,95;187,8;0;0;0;0;355,6;0;;27643,16;;0;;156,49;625,96;;;10;;629,33;51414,08;47;2/2032;1;3362,86;30;0;0;412,35;148,97;670,14;0;0;0;0;;;;;;;;3362,86;;;;;
128;4;2028;1945,2018071695;1783,1;1563,83;90834,32;142,31;;884,89;;32,43;;23,01;;;46,95;234,75;0;0;0;0;354,6;0;;27643,16;;0;;156,49;782,45;;;10;;629,33;52043,41;45;1/2032;1;3364,02;30;0;0;411,19;148,81;670,14;0;0;0;0;;;;;;;;3364,02;;;;;
129;5;2028;1945,2018071695;1783,1;1563,83;90091,74;141,14;;884,89;;32,43;;23,01;;;46,95;281,7;0;0;0;0;353,6;0;;27643,16;;0;;156,49;938,94;;;10;;629,33;52672,74;43;0/2032;1;3365,18;30;0;0;410,02;148,65;670,14;0;0;0;0;;;;;;;;3365,18;;;;;
